variables=Wavenumber, Energyspectrum, Wavenumber_5by3, Frequency[Hz], 
1.795268356759623400e-03	1.811935193262375891e+08	1.095438591282461929e+10	1.001001001001000930e+02
3.590536713519246800e-03	6.065220908539003134e+07	3.450415350059900761e+09	2.002002002002001859e+02
5.385805070278869983e-03	1.792850716424235329e+07	1.755439819528092861e+09	3.003003003003002505e+02
7.181073427038493599e-03	5.179325673725540936e+07	1.086812732605214119e+09	4.004004004004003718e+02
8.976341783798117216e-03	6.608012494347533584e+07	7.492694568617659807e+08	5.005005005005004932e+02
1.077161014055773997e-02	5.186485083972314745e+07	5.529288951117752790e+08	6.006006006006005009e+02
1.256687849731736098e-02	4.478704149924680591e+07	4.276527836890775561e+08	7.007007007007006223e+02
1.436214685407698720e-02	5.786733849444534630e+07	3.423245597757692933e+08	8.008008008008007437e+02
1.615741521083660995e-02	5.005052585762971640e+07	2.813091472683228850e+08	9.009009009009008651e+02
1.795268356759623443e-02	3.150225884032934532e+07	2.360050901858593822e+08	1.001001001001000986e+03
1.974795192435585545e-02	2.297388649136353284e+07	2.013416212771481872e+08	1.101101101101100994e+03
2.154322028111547993e-02	1.744560971055269241e+07	1.741616885116100311e+08	1.201201201201201002e+03
2.333848863787510441e-02	6.594342057887472957e+07	1.524108140799061358e+08	1.301301301301301237e+03
2.513375699463472196e-02	9.639665436033093929e+07	1.347021860540019274e+08	1.401401401401401245e+03
2.692902535139434991e-02	8.563171637127548456e+07	1.200703946892607957e+08	1.501501501501501480e+03
2.872429370815397440e-02	6.347927512438245118e+07	1.078254796893718839e+08	1.601601601601601487e+03
3.051956206491359541e-02	4.906178549248881638e+07	9.746301326855312288e+07	1.701701701701701495e+03
3.231483042167321990e-02	3.249171718360495567e+07	8.860682904283420742e+07	1.801801801801801730e+03
3.411009877843283744e-02	1.190199579927733913e+07	8.097147210669714212e+07	1.901901901901901738e+03
3.590536713519246886e-02	1.702667788061774895e+07	7.433694525187553465e+07	2.002002002002001973e+03
3.770063549195208641e-02	3.838189816854209453e+07	6.853133816848210990e+07	2.102102102102101981e+03
3.949590384871171089e-02	5.012600081881830096e+07	6.341863671676012129e+07	2.202202202202201988e+03
4.129117220547133538e-02	4.954279080841378868e+07	5.889001206433474272e+07	2.302302302302301996e+03
4.308644056223095986e-02	3.264778439746953174e+07	5.485749436025288701e+07	2.402402402402402004e+03
4.488170891899058434e-02	2.282026452067112923e+07	5.124930995252531022e+07	2.502502502502502466e+03
4.667697727575020883e-02	3.369656849962449074e+07	4.800639822272191197e+07	2.602602602602602474e+03
4.847224563250982637e-02	2.654060783897920698e+07	4.507977741903135180e+07	2.702702702702702481e+03
5.026751398926944392e-02	2.145717457624894008e+07	4.242852991907315701e+07	2.802802802802802489e+03
5.206278234602906840e-02	3.211252653572844341e+07	4.001824513082888722e+07	2.902902902902902497e+03
5.385805070278869983e-02	3.496497660267376900e+07	3.781980443454632163e+07	3.003003003003002959e+03
5.565331905954832431e-02	1.391106091950810701e+07	3.580842452172328532e+07	3.103103103103102967e+03
5.744858741630794879e-02	2.824663642217760533e+07	3.396289789391293377e+07	3.203203203203202975e+03
5.924385577306756634e-02	1.777449233715281263e+07	3.226498519688487798e+07	3.303303303303302982e+03
6.103912412982719082e-02	2.187161333084847406e+07	3.069892550080834702e+07	3.403403403403402990e+03
