Variables=Time[s], probe_u1, probe_v1, probe_w1, probe_u2, probe_v2, probe_w2, probe_u3, probe_v3, probe_w3, probe_u4, probe_v4, probe_w4, probe_u5, probe_v5, probe_w5
0.0009100000000000001, 147.6948513, -75.06796643, 0.4803641781, 268.4226325, -91.06960164, -0.9264937573, 307.5951356, -84.21071135, 0.7340839864, 317.7691835, -70.96768362, 0.9010152975, 309.4374662, -57.70279497, -0.7512071952
0.00092, 142.7957566, -74.05397626, 0.2778967933, 271.1951659, -90.04485321, -1.026361695, 312.0157559, -82.8427857, 0.7903633003, 321.3228683, -69.51895935, 1.010054095, 311.6973001, -57.42432866, -0.6320933673
0.00093, 137.6177449, -72.33028407, 0.0666961703, 274.0655425, -88.29443769, -1.123876444, 316.8576402, -80.63016374, 0.8624191807, 324.9114781, -66.98458345, 1.101802447, 313.8171516, -56.37342378, -0.542125913
0.0009400000000000001, 131.9970802, -70.0383288, -0.1603868717, 277.0485324, -86.16255599, -1.201201824, 322.1255342, -77.80512996, 0.9545734544, 328.4304463, -63.49996991, 1.169981588, 315.7151395, -54.3886142, -0.4521074289
0.0009500000000000001, 125.8212375, -67.2875047, -0.3824075153, 280.0360628, -83.57642341, -1.23001128, 327.6831055, -74.64071756, 1.072746662, 331.8379619, -59.36427895, 1.191192677, 317.3280229, -51.43501616, -0.3716467038
0.0009600000000000001, 118.9940907, -64.13036528, -0.5598884415, 282.7224592, -80.601434, -1.181940024, 333.2638041, -71.39250744, 1.207545026, 335.0057062, -55.03178018, 1.170618577, 318.8146558, -47.74839213, -0.3668505355
0.00097, 111.4167469, -60.57484381, -0.6416889359, 284.8686387, -77.38659032, -1.050981284, 338.4869887, -68.21339093, 1.327664831, 337.8264196, -50.85137656, 1.112064077, 320.3306082, -43.73134902, -0.434585443
0.0009800000000000002, 102.9591209, -56.58071345, -0.5821752846, 286.2626668, -73.94730192, -0.8496500423, 343.0102131, -65.09068838, 1.395789297, 340.2276538, -47.03407804, 1.027810901, 322.2312088, -39.8067034, -0.562060863
0.00099, 93.49161847, -52.11137497, -0.3362398798, 286.7375839, -70.26695673, -0.5986145201, 346.6071508, -61.88096969, 1.380358498, 342.2876859, -43.62586387, 0.8920034232, 324.6805252, -36.30983673, -0.6776975441
0.001, 82.92160146, -47.19482272, 0.1166536753, 286.2459358, -66.37179367, -0.3243854851, 349.2684341, -58.4749913, 1.31073683, 344.3132824, -40.80349508, 0.7169759826, 327.4641326, -33.74111946, -0.7908429674
0.00101, 71.27772285, -41.96899173, 0.7838759319, 284.8792238, -62.16712112, -0.05887131831, 351.1871546, -54.73250759, 1.23629932, 346.8935986, -38.77507857, 0.5244011881, 330.6093015, -32.55098143, -0.8534441773
0.00102, 58.70693328, -36.66834407, 1.651369435, 282.9091341, -57.69172077, 0.1733784598, 352.8208224, -50.63521261, 1.191384924, 350.6388279, -37.48797336, 0.3119282354, 334.5935406, -32.83319964, -0.844145402
0.00103, 45.51466104, -31.57516296, 2.682665472, 280.8021535, -53.00561131, 0.3708926044, 354.7071363, -46.26368538, 1.194315285, 356.3917189, -37.12937412, 0.1794475026, 340.5473133, -34.32346089, -0.6822522763
0.0010400000000000001, 32.10619183, -26.94002688, 3.829011481, 279.1481704, -48.22937125, 0.5506334032, 357.4376585, -41.92830683, 1.211474435, 364.7965941, -37.18597865, 0.2027620548, 349.4011795, -36.68440282, -0.3126328553
0.0010500000000000002, 18.9086986, -22.90726327, 5.036438237, 278.5249276, -43.51583286, 0.7546027759, 361.4959408, -37.99854823, 1.234410616, 375.610683, -38.39049393, 0.4403087794, 361.6055471, -39.83985627, 0.1566095398
0.0010600000000000002, 6.302027676, -19.49527695, 6.251424384, 279.4434573, -39.05298526, 1.01339356, 367.072537, -34.87399144, 1.327939578, 387.4911279, -40.57112831, 0.7681692013, 376.3033987, -43.47669226, 0.4387731193
0.00107, -5.41491091, -16.62052423, 7.418174756, 282.1631875, -35.05411176, 1.348546336, 373.6738291, -32.92336232, 1.439603819, 397.8484, -43.06632085, 0.9312541357, 391.0287684, -47.21973432, 0.4840393905
0.00108, -16.05943769, -14.13445427, 8.487843299, 286.6602544, -31.63538588, 1.703062948, 380.0542259, -32.33448225, 1.445639311, 405.1540464, -45.26322529, 0.8316347814, 403.1753458, -50.87800022, 0.3867877683
0.00109, -25.55168325, -11.91005598, 9.400772912, 292.550609, -28.90217014, 2.021408818, 385.1148552, -32.90362348, 1.298985292, 409.2337651, -47.1847364, 0.6136193003, 411.5322069, -54.20413493, 0.214244606
0.0011, -33.8807493, -9.865342241, 10.10278801, 299.2051414, -26.911341, 2.279254592, 388.139904, -34.16143801, 1.042663581, 410.7442511, -48.95611497, 0.4141560969, 416.3523099, -57.08001215, -0.002452054199
0.00111, -41.07593467, -7.984192709, 10.56316635, 305.8151397, -25.57799479, 2.41083056, 389.1545571, -35.60515679, 0.7042998064, 410.6002628, -50.63314722, 0.2460352051, 418.5342311, -59.65692433, -0.1952766727
0.0011200000000000001, -47.21114235, -6.278394526, 10.76403678, 311.5898737, -24.81411579, 2.393239541, 388.5794711, -36.93904188, 0.3483351462, 409.5864468, -52.25094157, 0.1044683087, 419.0528027, -62.08759873, -0.3344857347
0.0011300000000000001, -52.41895577, -4.772425807, 10.7046762, 315.9067798, -24.46211863, 2.220935618, 387.0067261, -38.14810059, 0.03432027625, 408.2477983, -53.72183764, 0.003772515593, 418.618286, -64.33548913, -0.4340154001
0.0011400000000000002, -56.89647272, -3.451570887, 10.35942794, 318.3900914, -24.43771208, 1.897110199, 384.9266559, -39.28218112, -0.2652652307, 406.9215208, -54.97366868, -0.07871640751, 417.739548, -66.30319895, -0.5426772751
0.0011500000000000002, -60.86808851, -2.323871199, 9.703466031, 319.0158493, -24.73790918, 1.426531336, 382.6984799, -40.38132649, -0.5362156848, 405.8684887, -56.00448825, -0.1500257378, 416.8525726, -67.87493713, -0.6464394131
